gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,sum_click,consistency,TMA_average,CMA_average,TMA_score,CMA_score,Total_average_score,Total_assessment_score,submission_date_average
1,2,7.0,0.0,0,90,0,1,394.0,7.855316962543495,83.0,86.5,1826.0,2145.0,85.8,3971.0,2.6
1,2,6.0,1.0,0,60,0,0,947.0,10.884514342171196,79.33333333333333,82.25,5236.0,1951.0,81.0,7187.0,1.2857142857142858
1,2,3.0,0.0,0,60,0,1,1870.0,20.575975577165273,92.75,77.0,6914.0,1924.0,84.875,8838.0,-0.625
0,1,9.0,1.0,0,60,0,0,1191.0,11.658397750872618,17.0,40.75,1122.0,833.0,30.571428571428573,1955.0,5.714285714285714
1,2,3.0,1.0,0,60,0,1,789.0,8.719353606547722,71.75,83.5,5326.0,2053.0,77.625,7379.0,2.25
0,2,4.0,0.0,0,30,0,0,169.0,4.20247067534824,54.0,66.0,486.0,589.0,62.0,1075.0,1.6666666666666667
0,2,3.0,0.0,0,120,0,1,3378.0,44.7079443123609,37.25,74.75,2394.0,1712.0,56.0,4106.0,2.625
1,2,4.0,0.0,0,30,0,1,399.0,6.575223452104264,42.25,62.75,3432.0,1538.0,52.5,4970.0,2.625
1,2,1.0,0.0,0,30,0,1,1703.0,14.393867910687133,53.25,53.75,4036.0,1270.0,53.5,5306.0,1.625
1,3,0.0,0.0,0,90,0,0,1036.0,23.152266300348433,45.0,73.33333333333333,990.0,1219.0,66.25,2209.0,3.75
1,3,1.0,0.0,0,60,0,0,350.0,5.620077348389291,43.75,54.75,3174.0,1294.0,49.25,4468.0,2.875
0,2,7.0,0.0,0,90,0,1,405.0,5.577760824589607,62.0,56.5,3156.0,346.0,59.8,3502.0,0.8
1,2,8.0,0.0,0,60,0,1,513.0,11.178953902162805,68.0,67.33333333333333,4866.0,1269.0,67.71428571428571,6135.0,2.7142857142857144
1,3,7.0,0.0,0,90,0,0,298.0,7.894358718461868,48.5,78.33333333333333,3202.0,1258.0,61.285714285714285,4460.0,1.0
1,2,6.0,0.0,0,30,0,1,1471.0,19.15676962209649,86.5,84.5,6442.0,2147.0,85.5,8589.0,1.25
1,1,7.0,0.0,0,30,1,1,1523.0,26.652703043640432,80.0,79.25,5870.0,2034.0,79.625,7904.0,1.375
1,1,2.0,0.0,0,60,1,1,2425.0,14.566386985479573,85.25,77.5,6436.0,1927.0,81.375,8363.0,1.375
1,1,4.0,0.0,1,60,0,0,211.0,5.5188412705488945,78.0,71.0,702.0,659.0,73.33333333333333,1361.0,4.0
0,3,4.0,1.0,0,120,0,1,1819.0,15.831709527207279,95.0,85.5,4180.0,2118.0,88.66666666666667,6298.0,-1.3333333333333333
1,3,6.0,0.0,0,90,0,1,721.0,14.048428183155355,82.0,87.0,5968.0,2164.0,84.5,8132.0,2.75
1,3,8.0,1.0,0,60,0,0,497.0,7.757946656917,38.0,55.25,1624.0,1359.0,47.857142857142854,2983.0,4.428571428571429
1,4,9.0,1.0,0,30,0,1,4597.0,28.638823239958537,78.25,77.75,5716.0,1812.0,78.0,7528.0,0.875
1,1,6.0,1.0,1,30,0,0,1896.0,16.13981573789379,62.5,57.25,4616.0,1359.0,59.875,5975.0,3.625
1,2,6.0,0.0,0,120,1,0,239.0,6.014489411235455,70.0,66.5,3080.0,1005.0,68.25,4085.0,1.25
1,2,8.0,0.0,0,30,0,0,262.0,7.399293139612569,0.0,60.5,0.0,457.0,60.5,457.0,2.5
0,2,5.0,0.0,0,60,1,0,398.0,22.279580035766497,80.0,85.0,720.0,800.0,83.33333333333333,1520.0,1.6666666666666667
1,4,3.0,1.0,1,90,0,1,710.0,9.146189659598448,50.75,53.25,3738.0,1309.0,52.0,5047.0,5.25
1,1,5.0,0.0,0,120,0,0,1076.0,22.871857862582303,0.0,74.0,0.0,1227.0,74.0,1227.0,2.6666666666666665
1,3,4.0,0.0,0,60,0,0,2030.0,15.529353932879836,72.75,66.75,5232.0,1665.0,69.75,6897.0,1.625
1,2,3.0,0.0,0,60,0,1,1318.0,24.67763722094548,60.75,66.5,4228.0,1651.0,63.625,5879.0,1.625
1,2,1.0,0.0,0,90,0,0,235.0,17.694817771418805,76.0,56.0,684.0,112.0,66.0,796.0,1.5
1,2,6.0,0.0,1,30,0,1,964.0,9.359736227366904,93.5,88.25,6954.0,2196.0,90.875,9150.0,0.625
1,3,5.0,1.0,1,70,0,1,967.0,10.655894693359931,76.75,81.75,5584.0,1988.0,79.25,7572.0,0.875
1,2,5.0,1.0,0,30,0,0,322.0,8.010920281091305,0.0,56.0,0.0,112.0,56.0,112.0,3.0
0,1,6.0,1.0,0,150,0,1,1728.0,14.657417408186804,96.0,99.0,864.0,2468.0,98.4,3332.0,2.6
1,1,3.0,0.0,0,210,0,1,3977.0,29.820468110896176,80.0,90.33333333333333,4032.0,1485.0,85.16666666666667,5517.0,-0.5
1,2,9.0,0.0,0,60,0,1,1140.0,10.963375784274522,87.0,82.5,6434.0,2085.0,84.75,8519.0,1.5
1,3,0.0,1.0,0,30,0,0,528.0,16.78728743396567,94.0,100.0,846.0,200.0,97.0,1046.0,0.0
1,1,8.0,0.0,0,60,0,0,621.0,11.538768271839036,49.5,46.0,3576.0,368.0,48.8,3944.0,4.8
0,3,4.0,0.0,1,60,0,1,1284.0,23.3276244902075,67.0,67.0,4752.0,1538.0,67.0,6290.0,1.625
0,2,2.0,0.0,0,60,0,1,2534.0,24.84018280909331,85.5,96.75,6276.0,2464.0,91.125,8740.0,2.5
1,2,7.0,0.0,0,60,0,1,871.0,11.925749075148856,0.0,93.25,0.0,2284.0,93.25,2284.0,3.25
0,3,8.0,0.0,0,60,0,1,4950.0,42.31882716171428,0.0,87.75,0.0,2181.0,87.75,2181.0,3.25
0,2,5.0,1.0,0,210,0,1,1372.0,14.901240469718898,0.0,65.0,0.0,1526.0,65.0,1526.0,3.25
0,2,8.0,0.0,0,90,1,1,966.0,12.8909601851708,85.5,92.25,6302.0,2258.0,88.875,8560.0,-1.75
0,3,7.0,0.0,0,150,0,0,2784.0,57.730600624978,38.25,39.0,2846.0,534.0,38.57142857142857,3380.0,4.571428571428571
1,3,8.0,1.0,0,60,0,1,1703.0,22.14727388930507,99.0,100.0,7438.0,2500.0,99.5,9938.0,-1.0
1,2,9.0,0.0,0,220,0,1,285.0,4.806975232323433,87.0,56.0,2606.0,112.0,76.66666666666667,2718.0,1.6666666666666667
1,2,5.0,0.0,1,30,0,0,292.0,7.782762359246772,55.0,35.5,1484.0,277.0,45.25,1761.0,3.5
1,1,1.0,0.0,0,60,0,1,4525.0,25.515945835208615,0.0,76.25,0.0,1964.0,76.25,1964.0,3.25
1,2,2.0,0.0,0,60,0,1,448.0,6.767792921037006,77.25,78.25,5810.0,1953.0,77.75,7763.0,1.25
1,3,3.0,1.0,0,30,0,1,962.0,10.415108679784787,90.75,98.0,6790.0,2436.0,94.375,9226.0,1.625
1,1,2.0,0.0,0,30,0,0,566.0,9.297961336283832,71.33333333333333,85.66666666666667,3642.0,1437.0,78.5,5079.0,1.3333333333333333
1,1,7.0,0.0,0,30,0,0,316.0,11.54616303904767,52.0,43.0,468.0,301.0,47.5,769.0,3.5
1,2,6.0,0.0,0,60,0,0,926.0,19.365220449004674,0.0,56.0,0.0,112.0,56.0,112.0,3.0
1,3,7.0,0.0,0,30,0,1,4669.0,29.432963516027325,90.25,88.5,6694.0,2270.0,89.375,8964.0,0.75
0,3,2.0,1.0,0,60,0,1,4987.0,38.341372752044826,0.0,99.0,0.0,2468.0,99.0,2468.0,3.25
1,1,8.0,0.0,1,30,0,1,2150.0,19.435448912925576,57.25,53.75,3868.0,1202.0,55.5,5070.0,2.125
0,4,2.0,1.0,1,60,0,0,80.0,2.1664204945640106,67.0,53.333333333333336,3226.0,881.0,60.166666666666664,4107.0,-117.0
1,3,7.0,1.0,0,60,0,1,1840.0,15.279254605568138,88.0,87.5,6496.0,2239.0,87.75,8735.0,1.25
1,2,5.0,0.0,0,30,0,1,4630.0,55.6924316448423,93.5,98.0,6980.0,2436.0,95.75,9416.0,0.625
1,2,6.0,0.0,0,180,0,1,3546.0,29.590595713626158,87.0,84.25,6564.0,2134.0,85.625,8698.0,1.25
1,2,2.0,0.0,0,60,0,1,805.0,13.28469009556661,92.75,83.25,6862.0,2049.0,88.0,8911.0,1.625
1,3,8.0,0.0,0,30,0,1,2249.0,13.6920249996129,82.0,70.5,6072.0,2035.0,76.25,8107.0,1.625
1,3,9.0,0.0,0,30,0,1,2998.0,22.758364905649405,81.25,78.0,5980.0,1944.0,79.625,7924.0,1.0
1,3,8.0,0.0,1,30,0,1,749.0,10.295931736717588,72.25,86.0,5292.0,2125.0,79.125,7417.0,-11.625
1,2,2.0,1.0,0,60,0,0,3115.0,20.2063271402808,66.5,60.75,4656.0,1382.0,63.625,6038.0,2.125
1,2,2.0,0.0,0,180,0,1,3374.0,27.29994484997595,80.25,75.0,5918.0,1802.0,77.625,7720.0,12.5
1,3,2.0,0.0,0,60,0,1,1415.0,18.442853439075165,50.666666666666664,76.0,2642.0,1749.0,65.14285714285714,4391.0,1.8571428571428572
1,1,6.0,0.0,0,90,0,1,3420.0,33.969936667915974,70.0,84.25,4990.0,2068.0,77.125,7058.0,2.75
0,2,4.0,1.0,0,120,0,1,1928.0,19.923633468504875,78.0,41.0,702.0,840.0,48.4,1542.0,5.2
1,2,7.0,0.0,0,60,0,1,2663.0,17.603973562922707,0.0,76.25,0.0,1819.0,76.25,1819.0,3.25
1,2,3.0,1.0,0,30,0,1,1537.0,18.233186050745374,78.5,66.75,5634.0,1723.0,72.625,7357.0,0.625
0,2,8.0,0.0,0,30,0,0,421.0,6.499478437011217,60.5,26.666666666666668,4492.0,530.0,46.0,5022.0,1.1428571428571428
0,2,8.0,0.0,1,30,0,0,754.0,12.583382551112507,0.0,73.5,0.0,576.0,73.5,576.0,3.0
1,1,7.0,0.0,0,30,0,0,334.0,13.803453727059582,0.0,78.0,0.0,757.0,78.0,757.0,2.5
0,2,7.0,0.0,0,60,0,1,1081.0,11.257157829599754,80.66666666666667,65.66666666666667,4024.0,1108.0,73.16666666666667,5132.0,1.0
0,1,9.0,0.0,0,90,0,1,877.0,15.36422535308394,75.33333333333333,73.5,3828.0,1806.0,74.28571428571429,5634.0,1.8571428571428572
0,3,2.0,1.0,0,60,0,1,281.0,6.979746339431163,0.0,94.66666666666667,0.0,1672.0,94.66666666666667,1672.0,3.6666666666666665
1,2,1.0,0.0,0,30,0,0,57.0,10.961751684835777,68.0,56.0,612.0,112.0,62.0,724.0,1.5
1,3,7.0,0.0,0,60,0,1,892.0,10.37280889144599,83.0,82.0,6134.0,1882.0,82.57142857142857,8016.0,2.0
1,1,6.0,0.0,0,30,0,1,420.0,6.933532208242286,0.0,55.75,0.0,1257.0,55.75,1257.0,3.25
1,2,7.0,1.0,1,30,0,1,2694.0,13.674930607880702,57.0,50.0,3872.0,1301.0,53.5,5173.0,-12.75
1,1,7.0,0.0,0,30,1,0,62.0,1.5777783192812236,76.0,0.0,684.0,0.0,76.0,684.0,13.0
1,1,4.0,0.0,0,90,0,1,680.0,7.45318727840811,77.5,64.0,5702.0,1695.0,70.75,7397.0,-3.625
0,1,5.0,0.0,0,30,0,1,1673.0,15.60471325335351,69.33333333333333,57.25,3380.0,1356.0,62.42857142857143,4736.0,1.4285714285714286
1,2,8.0,0.0,0,60,0,1,368.0,7.93737534857413,90.25,67.0,6772.0,134.0,85.6,6906.0,5.0
1,1,7.0,0.0,0,60,0,0,168.0,5.02370063041375,50.0,56.0,450.0,112.0,53.0,562.0,1.5
1,2,5.0,0.0,0,150,0,1,1956.0,27.445259366725505,71.0,93.0,3594.0,2283.0,83.57142857142857,5877.0,3.2857142857142856
1,3,2.0,0.0,0,60,0,1,1428.0,20.13379727788353,64.0,62.25,4410.0,1441.0,63.125,5851.0,0.625
0,3,9.0,0.0,0,90,0,1,3861.0,37.78054208442686,97.25,98.0,7258.0,2436.0,97.625,9694.0,-2.625
1,2,7.0,0.0,0,90,0,0,253.0,25.876270228662122,84.0,0.0,756.0,0.0,84.0,756.0,0.0
1,2,2.0,0.0,0,120,0,1,744.0,9.2846024747988,76.0,73.5,1672.0,1806.0,74.0,3478.0,2.8
1,2,6.0,0.0,0,60,0,1,1467.0,13.867966667096827,0.0,91.75,0.0,2242.0,91.75,2242.0,3.25
0,2,5.0,0.0,0,120,0,1,1649.0,19.97897473314977,96.5,93.5,7218.0,2358.0,95.0,9576.0,-0.25
0,1,5.0,0.0,0,90,0,0,845.0,15.735902928461169,0.0,45.25,0.0,1072.0,45.25,1072.0,3.25
1,2,8.0,0.0,1,30,0,0,976.0,11.550844243754836,76.5,63.5,5614.0,1549.0,70.0,7163.0,3.375
1,3,9.0,0.0,0,60,0,0,3407.0,28.83012164160253,83.25,84.0,6208.0,2128.0,83.625,8336.0,1.125
1,3,2.0,0.0,1,60,0,1,843.0,10.947492282905204,86.0,71.75,6294.0,1678.0,78.875,7972.0,-3.0
1,2,0.0,0.0,0,60,0,1,1249.0,16.06417531957669,0.0,40.25,0.0,1093.0,40.25,1093.0,3.25
0,2,9.0,1.0,0,60,0,1,3428.0,34.6097058235457,0.0,88.5,0.0,2204.0,88.5,2204.0,3.25
0,2,4.0,0.0,0,30,0,1,8108.0,73.18647471031794,84.25,93.75,6166.0,2302.0,89.0,8468.0,2.625
1,2,3.0,0.0,1,120,0,1,315.0,5.481335981239852,93.5,87.33333333333333,7006.0,1474.0,90.85714285714286,8480.0,1.1428571428571428
1,3,3.0,1.0,0,120,0,1,1220.0,17.49374190558941,56.333333333333336,57.25,2912.0,1305.0,56.857142857142854,4217.0,4.714285714285714
1,1,1.0,1.0,0,60,1,1,3791.0,32.42712609008377,94.5,92.75,7120.0,2268.0,93.625,9388.0,1.5
1,2,1.0,0.0,0,150,0,1,1888.0,23.349778683524367,80.75,96.25,5988.0,2450.0,88.5,8438.0,-0.375
1,3,7.0,0.0,0,60,0,1,2579.0,18.680234705138297,34.0,42.25,748.0,1101.0,40.6,1849.0,3.6
1,2,0.0,1.0,0,30,0,0,943.0,11.768379892937322,80.0,62.5,4136.0,1597.0,70.0,5733.0,0.8571428571428571
1,2,4.0,0.0,1,30,0,1,611.0,11.158404835810723,0.0,89.5,0.0,2170.0,89.5,2170.0,3.25
1,1,9.0,0.0,0,60,0,1,2886.0,27.140178506441853,0.0,94.0,0.0,2314.0,94.0,2314.0,3.25
1,2,8.0,0.0,0,120,0,1,320.0,4.595042319446331,83.75,78.66666666666667,6200.0,1345.0,81.57142857142857,7545.0,1.5714285714285714
1,2,3.0,0.0,0,60,0,1,1082.0,10.709893430286385,56.0,74.75,1232.0,1831.0,71.0,3063.0,6.4
1,3,2.0,0.0,0,60,0,1,3394.0,21.724060522150474,91.75,73.0,6800.0,1995.0,82.375,8795.0,-3.625
1,1,1.0,1.0,0,30,0,0,242.0,8.426721615682377,36.0,11.0,324.0,22.0,23.5,346.0,1.5
1,2,2.0,1.0,0,60,0,0,2991.0,15.411833140553727,69.25,60.0,4976.0,1506.0,64.625,6482.0,1.0
1,3,9.0,2.0,0,30,0,1,7717.0,51.10678360249667,89.75,89.25,6728.0,2360.0,89.5,9088.0,0.75
1,1,2.0,0.0,0,90,1,0,176.0,5.676828969900437,0.0,22.0,0.0,44.0,22.0,44.0,3.0
1,3,5.0,1.0,0,30,0,0,1025.0,12.091833697207708,10.0,27.25,90.0,715.0,23.8,805.0,2.6
1,1,7.0,1.0,0,60,0,1,879.0,9.379868755468943,66.0,73.25,4586.0,1660.0,69.625,6246.0,1.125
0,1,4.0,0.0,0,150,1,0,77.0,3.134119208583264,0.0,44.0,0.0,88.0,44.0,88.0,3.0
0,2,5.0,0.0,0,60,0,1,1731.0,27.486779581371618,0.0,92.25,0.0,2318.0,92.25,2318.0,3.25
0,2,4.0,0.0,1,120,0,1,283.0,5.71966842280435,80.5,82.25,6174.0,2145.0,81.375,8319.0,1.875
0,2,8.0,0.0,0,60,0,0,2001.0,25.125549667954807,74.33333333333333,81.66666666666667,3892.0,1398.0,78.0,5290.0,3.0
1,3,9.0,0.0,0,60,0,1,2177.0,17.10857805525352,0.0,94.5,0.0,2393.0,94.5,2393.0,3.25
0,2,5.0,1.0,1,30,0,0,1086.0,11.735896494969728,40.75,44.75,2884.0,1235.0,42.75,4119.0,0.875
1,1,1.0,1.0,0,60,0,1,1205.0,21.91454456094421,77.5,77.75,5780.0,1880.0,77.625,7660.0,1.875
1,2,4.0,0.0,0,120,0,0,100.0,5.3999579350564,38.0,71.5,342.0,721.0,60.333333333333336,1063.0,2.0
1,2,0.0,0.0,0,60,0,1,3436.0,37.086843242290634,93.75,92.75,6950.0,2272.0,93.25,9222.0,3.75
1,1,3.0,0.0,0,60,0,0,333.0,16.514655942262173,96.0,86.0,864.0,602.0,91.0,1466.0,3.5
0,2,2.0,0.0,0,120,0,1,342.0,6.512951618235249,46.75,75.0,3750.0,1822.0,60.875,5572.0,2.875
0,1,8.0,0.0,0,60,0,1,266.0,6.960881952096329,0.0,76.0,0.0,1824.0,76.0,1824.0,3.25
1,1,3.0,1.0,0,90,0,0,3181.0,19.729982121669327,87.25,89.0,6378.0,2214.0,88.125,8592.0,3.125
1,2,1.0,0.0,1,60,0,1,2084.0,11.061586728186805,0.0,72.25,0.0,1699.0,72.25,1699.0,3.25
1,3,1.0,0.0,0,120,0,1,819.0,11.156033093633328,77.5,87.66666666666667,6066.0,1435.0,81.85714285714286,7501.0,1.0
1,3,6.0,0.0,0,60,0,1,597.0,10.580814312734509,83.5,86.0,6048.0,2124.0,84.75,8172.0,2.25
1,1,0.0,0.0,0,60,0,1,1787.0,11.525778049716806,89.5,81.5,6680.0,1982.0,85.5,8662.0,2.875
1,1,0.0,0.0,0,90,0,1,1762.0,11.6110220292559,59.666666666666664,73.25,2768.0,1653.0,67.42857142857143,4421.0,3.0
1,2,6.0,0.0,0,90,0,0,341.0,8.001663528440602,68.0,63.0,612.0,979.0,64.25,1591.0,2.0
1,2,0.0,0.0,0,60,1,1,301.0,4.933465706645143,60.666666666666664,51.25,2834.0,1187.0,55.285714285714285,4021.0,2.857142857142857
1,1,2.0,0.0,1,30,0,0,174.0,5.22716475900362,50.0,67.0,450.0,134.0,58.5,584.0,1.5
1,2,1.0,0.0,0,120,0,1,728.0,7.925514574545699,74.5,63.5,5334.0,1591.0,69.0,6925.0,1.875
1,1,5.0,0.0,0,60,0,1,2097.0,25.612911149102768,79.25,75.0,6064.0,1907.0,77.125,7971.0,2.75
1,2,3.0,1.0,0,60,1,1,3157.0,21.111286345218897,86.5,85.5,6390.0,2234.0,86.0,8624.0,2.0
1,3,4.0,1.0,1,90,0,0,453.0,8.913363411328836,54.0,58.333333333333336,486.0,800.0,57.25,1286.0,2.75
1,1,6.0,0.0,0,150,0,0,672.0,12.569660914666471,33.0,50.25,726.0,1084.0,46.8,1810.0,3.4
0,2,7.0,1.0,0,30,0,0,827.0,10.065355340063666,79.75,62.25,5900.0,1508.0,71.0,7408.0,1.625
1,3,9.0,0.0,0,60,0,1,425.0,9.303870508466245,76.25,70.75,5748.0,1844.0,73.5,7592.0,2.625
1,1,1.0,0.0,0,30,0,0,142.0,6.239217006679517,63.5,78.0,1728.0,156.0,68.33333333333333,1884.0,2.3333333333333335
0,2,5.0,0.0,0,150,0,1,1202.0,16.506301212894556,60.25,77.75,4262.0,1882.0,69.0,6144.0,-0.25
1,2,9.0,0.0,0,30,0,0,955.0,13.348203547878644,69.5,24.0,5102.0,471.0,46.75,5573.0,1.25
1,1,6.0,0.0,1,60,0,1,2181.0,23.60833786965009,75.5,73.25,5578.0,1748.0,74.375,7326.0,0.625
1,1,9.0,0.0,1,30,0,0,409.0,7.176513023219047,28.0,47.666666666666664,1328.0,823.0,37.833333333333336,2151.0,2.5
1,3,7.0,0.0,0,30,0,0,157.0,7.5747934400696515,0.0,58.0,0.0,422.0,58.0,422.0,2.5
0,1,4.0,0.0,0,60,0,0,325.0,10.492777751015417,58.0,53.666666666666664,1746.0,885.0,55.4,2631.0,3.0
0,2,2.0,0.0,0,30,0,0,365.0,6.994052138540134,38.0,66.0,2590.0,589.0,47.333333333333336,3179.0,0.6666666666666666
1,2,6.0,1.0,0,60,0,1,1778.0,16.279470534192125,86.75,72.0,6594.0,1959.0,79.375,8553.0,0.375
1,3,9.0,0.0,0,60,0,1,1465.0,18.716008053962643,90.0,83.0,6698.0,2043.0,86.5,8741.0,0.75
1,1,8.0,0.0,0,60,0,0,977.0,10.948732732077033,95.5,85.5,7130.0,2104.0,90.5,9234.0,1.75
1,3,8.0,1.0,0,30,0,0,2972.0,24.676015497255605,0.0,47.0,0.0,1180.0,47.0,1180.0,3.25
0,2,0.0,0.0,0,30,0,1,1583.0,27.766818094136887,74.0,86.75,666.0,2148.0,84.2,2814.0,5.4
1,1,5.0,1.0,0,60,0,1,1729.0,16.741272402445777,90.5,88.0,6716.0,2184.0,89.25,8900.0,3.5
1,2,4.0,0.0,1,30,1,1,1746.0,21.13700238467339,65.75,49.0,5058.0,1464.0,57.375,6522.0,-64.25
0,2,5.0,0.0,0,120,1,1,6277.0,29.153585358437994,96.5,99.5,7218.0,2486.0,98.0,9704.0,-0.5
1,1,1.0,2.0,0,60,0,0,405.0,13.285626461953978,48.0,78.0,1462.0,156.0,58.0,1618.0,1.0
1,1,0.0,0.0,0,60,0,0,1130.0,11.278694586732389,59.75,69.5,4478.0,1757.0,64.625,6235.0,1.625
1,2,3.0,1.0,0,60,0,1,1495.0,19.949082553914188,87.5,83.25,6504.0,2048.0,85.375,8552.0,1.25
1,2,2.0,0.0,0,30,0,1,786.0,5.222184370831306,59.0,49.333333333333336,1298.0,751.0,51.75,2049.0,19.75
1,2,7.0,1.0,0,30,0,1,2879.0,24.554608097818313,98.25,99.5,7372.0,2486.0,98.875,9858.0,0.75
1,3,5.0,0.0,0,60,1,1,1255.0,14.411231730841052,78.0,60.25,3952.0,1382.0,67.85714285714286,5334.0,1.5714285714285714
1,3,9.0,1.0,0,60,0,1,1705.0,11.793303303020735,95.75,99.0,7204.0,2468.0,97.375,9672.0,0.5
1,2,8.0,0.0,0,60,0,0,198.0,6.563107508283653,0.0,64.5,0.0,623.0,64.5,623.0,2.5
0,2,9.0,1.0,0,60,0,1,2967.0,24.759136010950147,87.0,90.5,6408.0,2209.0,88.75,8617.0,0.75
1,2,4.0,0.0,0,60,0,1,2042.0,25.473869516684925,52.75,52.25,3654.0,1158.0,52.5,4812.0,2.25
1,2,8.0,1.0,0,30,0,1,4639.0,31.0559467501191,93.75,85.75,7002.0,2116.0,89.75,9118.0,1.375
1,2,7.0,0.0,0,30,0,0,277.0,6.9973444159554745,49.5,44.0,1268.0,506.0,46.75,1774.0,1.5
1,2,0.0,0.0,0,90,0,0,185.0,4.139526901314485,42.5,36.0,1142.0,509.0,38.6,1651.0,1.4
1,2,0.0,0.0,0,60,0,0,799.0,25.988721444354177,84.0,80.66666666666667,4400.0,1375.0,82.33333333333333,5775.0,1.8333333333333333
1,1,7.0,0.0,0,60,1,1,3408.0,30.740503777693903,66.66666666666667,79.5,3516.0,1995.0,74.0,5511.0,2.142857142857143
1,1,3.0,0.0,1,30,0,0,178.0,11.525259095665582,0.0,78.0,0.0,156.0,78.0,156.0,3.0
1,2,8.0,0.0,0,150,1,1,992.0,14.426231060074564,84.5,80.5,6318.0,1953.0,82.5,8271.0,-0.875
1,2,8.0,0.0,0,60,0,0,1569.0,27.2163661038763,69.0,65.75,3540.0,1555.0,67.14285714285714,5095.0,3.857142857142857
0,1,1.0,0.0,0,30,0,1,776.0,11.84244070791317,83.25,59.0,6182.0,1554.0,71.125,7736.0,1.0
0,2,7.0,0.0,1,60,0,0,170.0,6.789493054331238,21.333333333333332,53.333333333333336,1044.0,813.0,37.333333333333336,1857.0,1.0
1,1,8.0,0.0,0,30,0,0,1076.0,12.28833492649527,68.5,89.0,5118.0,2159.0,78.75,7277.0,1.0
0,1,6.0,1.0,0,30,0,1,909.0,10.93662008911542,73.5,76.5,5610.0,1876.0,75.0,7486.0,1.25
0,3,9.0,0.0,0,60,0,1,1646.0,21.582666105913695,67.5,65.5,4744.0,1558.0,66.5,6302.0,2.25
1,1,7.0,0.0,0,30,0,1,4844.0,30.81831877188275,97.75,99.5,7328.0,2484.0,98.625,9812.0,-2.625
1,1,2.0,0.0,0,90,0,0,150.0,5.441231415203067,43.0,55.0,826.0,490.0,49.0,1316.0,1.25
0,2,1.0,0.0,0,210,0,1,1438.0,14.290191315461085,87.66666666666667,93.25,5786.0,2290.0,90.85714285714286,8076.0,1.8571428571428572
1,1,5.0,0.0,0,120,0,1,362.0,9.548250050630106,38.25,78.66666666666667,2742.0,1215.0,55.57142857142857,3957.0,1.5714285714285714
1,2,6.0,0.0,0,60,0,1,401.0,5.085999239489441,73.0,90.5,3778.0,1355.0,80.0,5133.0,4.8
0,1,4.0,0.0,0,120,0,0,782.0,19.283571134581877,58.333333333333336,85.0,2732.0,745.0,69.0,3477.0,0.8
1,2,5.0,0.0,0,30,0,1,4560.0,31.639461998516275,86.0,90.25,6294.0,2194.0,88.125,8488.0,1.875
1,3,9.0,0.0,0,30,0,0,519.0,10.487904416672304,72.33333333333333,45.25,3552.0,1264.0,56.857142857142854,4816.0,1.8571428571428572
1,3,6.0,0.0,0,60,0,0,725.0,12.968220194351654,45.666666666666664,33.333333333333336,2286.0,602.0,39.5,2888.0,2.0
0,2,5.0,1.0,1,60,0,1,478.0,7.48548215809308,83.75,78.5,6122.0,1950.0,81.125,8072.0,0.625
1,1,6.0,1.0,0,120,0,1,6601.0,32.48408538917832,95.5,94.0,7104.0,2385.0,94.75,9489.0,-1.125
1,2,4.0,0.0,0,60,0,1,3862.0,34.583415666341764,0.0,100.0,0.0,2500.0,100.0,2500.0,3.25
1,2,4.0,0.0,0,90,0,1,1673.0,21.97843136503744,94.0,91.5,7050.0,2366.0,92.75,9416.0,-3.625
1,2,4.0,0.0,1,120,0,1,59.0,1.5445282299898269,53.666666666666664,66.0,2866.0,1199.0,59.833333333333336,4065.0,-89.0
1,2,4.0,0.0,0,60,0,0,594.0,8.46577943768932,26.0,65.0,1352.0,520.0,41.6,1872.0,9.6
1,2,2.0,1.0,1,60,0,0,1198.0,12.908645268852913,77.75,54.0,5750.0,1483.0,65.875,7233.0,2.875
1,3,5.0,1.0,0,60,0,1,2160.0,27.330016803436553,83.5,89.0,6100.0,2155.0,86.25,8255.0,1.0
1,3,7.0,1.0,0,120,0,1,625.0,8.757974688145666,95.66666666666667,91.75,6314.0,2302.0,93.42857142857143,8616.0,1.7142857142857142
1,2,8.0,0.0,0,60,0,1,1518.0,15.680326481806064,94.75,90.0,7038.0,2263.0,92.375,9301.0,1.75
1,2,7.0,0.0,0,90,0,1,751.0,9.249292311548102,96.5,95.0,7244.0,2340.0,95.75,9584.0,1.625
1,1,8.0,0.0,0,60,0,1,676.0,9.560314652602138,57.333333333333336,68.5,2718.0,1645.0,63.714285714285715,4363.0,2.4285714285714284
1,2,6.0,0.0,0,60,0,1,900.0,13.310582875720765,0.0,49.0,0.0,807.0,49.0,807.0,3.3333333333333335
1,3,5.0,1.0,0,120,1,0,799.0,22.936650005324204,92.0,98.5,828.0,879.0,96.33333333333333,1707.0,1.6666666666666667
0,1,1.0,0.0,0,120,1,0,933.0,19.22172818956643,0.0,17.333333333333332,0.0,372.0,17.333333333333332,372.0,3.3333333333333335
1,2,6.0,1.0,1,60,0,0,2626.0,23.490573414879886,48.75,70.5,3588.0,1652.0,59.625,5240.0,2.75
1,3,7.0,1.0,0,60,0,1,1005.0,12.24982198461003,87.75,95.5,6552.0,2358.0,91.625,8910.0,0.5
